,ID,Name,Age,Nationality,Overall,Potential,Value,Preferred Foot,Body Type,Position,HeightCM,WeightKG,Grade
298,212269,R. Bazoer,25,Netherlands,77,80,14.0,Right,Normal (170-185),SUB,184,74,4
299,230065,S. Serdar,25,Germany,77,81,14.5,Right,Normal (170-185),LCM,184,75,4
300,220971,N. Keïta,27,Guinea,81,82,29.5,Right,Lean (170-185),SUB,172,64,4
301,230337,Andeson Trigo,34,Brazil,77,77,3.9,Left,Lean (170-185),LM,175,68,4
302,235173,I. Sangaré,24,Côte d'Ivoire,81,86,35.5,Right,Normal (185+),CDM,191,77,4
303,196432,E. Pérez,36,Argentina,78,78,2.8,Right,Stocky (170-185),CDM,178,77,4
304,222492,L. Sané,26,Germany,84,85,49.5,Left,Unique,SUB,183,80,4
305,242577,R. Faivre,23,France,78,84,22.0,Left,Lean (170-185),SUB,180,69,4
306,202642,Fernando,30,Brazil,78,78,12.0,Right,Stocky (170-185),RCM,173,66,4
307,229758,R. Krunić,28,Bosnia and Herzegovina,77,77,10.5,Right,Normal (170-185),SUB,184,74,4
308,225663,A. Golovin,26,Russia,79,80,20.5,Right,Lean (170-185),LM,180,69,4
309,234741,G. Hamer,25,Netherlands,74,79,6.0,Right,Stocky (170-),RCM,169,61,3
310,220018,A. Rebić,28,Croatia,80,80,21.0,Right,Normal (185+),SUB,185,78,4
311,221174,M. Oršić,29,Croatia,77,77,10.5,Right,Lean (170-185),LW,179,69,4
312,199823,Campaña,29,Spain,78,78,13.5,Right,Lean (170-185),SUB,179,70,4
313,207984,22 A. González,26,Mexico,74,75,4.9,Left,Normal (170-),LM,170,79,3
314,242201,Luis Milla,27,Spain,79,81,19.0,Right,Lean (170-185),SUB,175,67,4
315,225126,E. Skhiri,27,Tunisia,79,80,18.0,Right,Lean (185+),CDM,185,74,4
316,244309,T. Teuma,28,Malta,75,75,5.5,Left,Normal (170-185),LCM,176,73,4
317,228302,Pedraza,26,Spain,78,80,16.0,Left,Lean (170-185),SUB,184,73,4
318,237692,P. Foden,22,England,85,92,109.5,Left,Lean (170-185),RW,171,69,5
319,207865,Marquinhos,28,Brazil,88,90,92.0,Right,Normal (170-185),CB,183,75,5
320,205988,L. Shaw,26,England,80,81,22.5,Left,Stocky (170-185),LB,181,75,4
321,172962,22 V. Moses,30,Nigeria,78,78,13.5,Right,Stocky (170-185),RM,177,79,4
322,218339,M. Dahoud,26,Germany,80,82,26.0,Right,Lean (170-185),RDM,178,68,4
323,197853,22 S. Aurier,28,Côte d'Ivoire,79,79,16.0,Right,Stocky (170-185),RB,174,74,4
324,199914,Allan,31,Brazil,80,80,15.0,Right,Stocky (170-185),SUB,175,74,4
325,236477,A. Claude-Maurice,24,France,74,79,6.5,Right,Lean (170-185),SUB,175,64,3
326,216435,S. Lobotka,27,Slovakia,81,82,29.5,Right,Normal (170-),SUB,170,64,4
327,208364,Clinton Mata,29,Angola,79,79,15.5,Right,Normal (170-185),RCB,180,73,4
328,211361,D. Cataldi,27,Italy,76,77,7.5,Right,Normal (170-185),CDM,180,70,4
329,208670,H. Ziyech,29,Morocco,83,83,35.5,Left,Unique,SUB,181,65,4
330,203843,D. Suárez,34,Uruguay,77,77,3.9,Right,Normal (170-185),RB,173,68,4
331,230666,Gabriel Jesus,25,Brazil,83,86,48.5,Right,Unique,ST,175,73,4
332,216464,A. Browne,27,Republic of Ireland,72,73,2.7,Right,Normal (170-185),SUB,173,71,3
333,230360,Hediselton,22,Brazil,78,78,15.0,Right,Normal (170-185),RB,176,75,4
334,170368,E. Lamela,30,Argentina,79,79,17.0,Left,Lean (170-185),SUB,181,79,4
335,167905,21 A. Valencia,34,Ecuador,78,78,5.0,Right,Stocky (170-185),RB,180,88,4
336,236792,T. Souček,27,Czech Republic,81,83,28.0,Right,Lean (185+),RDM,192,86,4
337,189242,Coutinho,30,Brazil,82,82,29.5,Right,Normal (170-185),LW,172,68,4
338,231227,N. Dorsch,24,Germany,77,82,14.5,Right,Normal (170-185),RES,178,76,4
339,234378,D. Rice,23,England,84,87,52.0,Right,Normal (185+),LDM,185,80,4
340,213516,Ricardo Horta,27,Portugal,81,82,30.0,Right,Lean (170-185),LM,173,63,4
341,215076,L. Faravelli,29,Argentina,75,75,5.5,Right,Lean (170-185),LCM,171,70,4
342,163699,21 S. Sessègnon,36,Benin,74,74,1.4,Right,Normal (170-185),SUB,172,72,3
343,171875,C. Erkin,33,Turkey,72,72,1.2,Left,Lean (170-185),LB,181,72,3
344,231390,Diogo Gonçalves,25,Portugal,74,77,5.5,Right,Lean (170-185),RES,177,70,3
345,235805,F. Chiesa,24,Italy,84,90,66.5,Right,Normal (170-185),RES,175,70,4
346,204838,R. Jiménez,31,Mexico,82,82,25.5,Right,Normal (185+),ST,188,81,4
347,234906,H. Aouar,24,France,79,84,26.5,Right,Unique,SUB,175,70,4
348,269761,J. Tartt,24,England,84,91,85.5,Right,Normal (170-185),RS,178,84,4
349,244470,V. Coufal,29,Czech Republic,80,80,18.5,Right,Normal (170-185),RB,175,76,4
350,211256,N. Tagliafico,29,Argentina,81,81,22.5,Left,Normal (170-185),LB,172,65,4
351,231677,M. Rashford,24,England,81,85,37.0,Right,Unique,SUB,186,70,4
352,247972,D. Olaru,24,Romania,72,77,3.5,Right,Normal (170-185),SUB,177,71,3
353,220673,R. Tapia,26,Peru,79,81,19.5,Right,Stocky (185+),SUB,185,80,4
354,152908,A. Young,36,England,74,74,1.4,Right,Lean (170-185),RES,175,65,3
355,212187,P. Max,28,Germany,77,77,9.5,Left,Normal (170-185),LB,177,77,4
356,248872,22 R. Sánchez,25,Paraguay,75,78,7.5,Right,Normal (170-),LDM,170,70,4
357,192318,M. Götze,30,Germany,81,81,25.0,Right,Normal (170-185),LF,176,72,4
358,205678,E. Višća,32,Bosnia and Herzegovina,81,81,20.5,Right,Lean (170-185),RW,172,63,4
359,233301,R. Kristensen,24,Denmark,77,82,15.0,Right,Normal (185+),RB,187,70,4
360,247246,K. Thuram,21,France,77,84,21.5,Right,Normal (185+),RCM,192,81,4
361,190815,D. Blind,32,Netherlands,80,80,13.5,Left,Normal (170-185),LCB,180,72,4
362,231102,L. Blas,24,France,79,83,25.0,Left,Normal (170-185),CAM,180,70,4
363,224031,A. Marušić,29,Montenegro,79,79,15.5,Right,Normal (185+),LB,185,85,4
364,226456,Pablo Fornals,26,Spain,79,81,21.5,Right,Lean (170-185),LM,178,67,4
365,194958,A. Mooy,31,Australia,76,76,6.0,Right,Normal (170-185),SUB,175,68,4
366,192629,Iago Aspas,34,Spain,85,85,26.0,Left,Lean (170-185),RS,176,67,5
367,193198,N. Gudelj,30,Serbia,79,79,14.5,Right,Normal (185+),SUB,187,73,4
368,235210,Pedrinho,29,Portugal,75,75,5.5,Right,Stocky (170-),LCM,170,65,4
369,212501,L. Dendoncker,27,Belgium,76,77,8.5,Right,Normal (185+),SUB,189,88,4
370,200094,M. Ozdoev,29,Russia,76,76,6.5,Right,Normal (170-185),LCM,184,78,4
371,230347,Welington Dano,22,Brazil,81,81,27.5,Left,Lean (170-185),LB,178,69,4
372,208787,A. Thomasson,28,France,77,77,10.5,Right,Lean (170-185),RCM,177,72,4
373,228941,André Silva,26,Portugal,82,84,38.0,Right,Normal (185+),SUB,185,84,4
374,251470,C. De Ketelaere,21,Belgium,78,88,32.0,Left,Lean (185+),SUB,192,79,4
375,201262,V. Darida,31,Czech Republic,75,75,4.6,Right,Lean (170-185),RES,172,67,4
376,244261,L. Majer,24,Croatia,80,85,31.5,Left,Lean (170-185),LCM,179,75,4
377,234505,Evander,24,Brazil,76,81,11.5,Right,Lean (170-185),LCM,179,76,4
378,202282,S. Armstrong,30,Scotland,76,76,7.0,Right,Normal (170-185),SUB,183,75,4
379,153079,22 S. Agüero,33,Argentina,87,87,51.0,Right,Unique,SUB,173,70,5
380,204970,22 F. Thauvin,28,France,79,79,17.5,Left,Normal (170-185),SUB,181,77,4
381,208835,Y. M'Changama,31,Comoros,73,73,2.5,Right,Normal (170-185),RCM,175,69,3
382,220883,R. Borré,26,Colombia,78,79,17.0,Right,Normal (170-185),SUB,174,70,4
383,195096,22 Fransérgio,30,Brazil,78,78,13.5,Right,Normal (185+),SUB,187,82,4
384,245308,21 M. Nérez,32,Uruguay,80,80,0,Left,Lean (170-185),LB,178,69,4
385,218868,A. Silva,32,Uruguay,76,76,6.0,Right,Lean (170-185),RM,178,68,4
386,200260,S. Berghuis,30,Netherlands,82,82,29.5,Left,Lean (170-185),CAM,182,75,4
387,252145,Nuno Mendes,20,Portugal,80,88,44.0,Left,Lean (170-185),LWB,176,70,4
388,202166,J. Draxler,28,Germany,79,79,17.5,Right,Lean (185+),RES,187,77,4
389,222390,Unai López,26,Spain,75,78,7.5,Right,Normal (170-),SUB,170,69,4
390,210935,D. Berardi,27,Italy,84,84,45.0,Left,Lean (170-185),SUB,183,72,4
391,253072,D. Núñez,23,Uruguay,82,89,61.5,Right,Lean (185+),ST,186,80,4
392,204485,R. Mahrez,31,Algeria,86,86,56.5,Left,Unique,SUB,179,67,5
393,184432,Azpilicueta,32,Spain,82,82,20.0,Right,Normal (170-185),RCB,178,77,4
394,203486,T. Hazard,29,Belgium,80,80,20.5,Right,Lean (170-185),SUB,175,71,4
395,216150,D. Zappacosta,30,Italy,79,79,15.0,Right,Lean (170-185),LM,182,75,4
396,233096,D. Dumfries,26,Netherlands,82,84,34.5,Right,Normal (185+),RM,188,80,4
397,231521,E. Palacios,23,Argentina,78,83,19.5,Right,Lean (170-185),SUB,177,67,4
398,224423,M. Wittek,26,Germany,75,77,6.5,Left,Normal (170-185),LWB,173,70,4
399,199254,João Pedro,30,Italy,79,79,17.0,Right,Lean (170-185),RS,184,73,4
400,192387,C. Immobile,32,Italy,86,86,55.0,Right,Unique,ST,185,85,5
401,213884,R. Christie,27,Scotland,74,74,4.5,Left,Lean (170-185),SUB,178,71,3
402,224196,R. Bensebaini,27,Algeria,78,79,15.0,Left,Normal (185+),LB,187,85,4
403,202024,R. Freuler,30,Switzerland,80,80,20.0,Right,Normal (170-185),SUB,181,80,4
404,241811,Sergio Gómez,21,Spain,74,83,9.0,Left,Normal (170-185),SUB,171,68,3
405,206113,S. Gnabry,26,Germany,85,85,59.0,Right,Unique,RM,176,77,5
406,236657,F. Ugrinic,23,Switzerland,74,82,9.5,Right,Stocky (170-185),CDM,184,88,3
407,192906,L. Rodríguez,37,Argentina,77,77,3.6,Right,Stocky (170-),ST,167,67,4
408,211241,Rubén Peña,30,Spain,78,78,12.0,Right,Normal (170-),SUB,170,65,4
409,179846,21 S. Khedira,33,Germany,81,81,13.0,Right,Normal (185+),LDM,189,90,4
410,233195,X. Schlager,24,Austria,80,84,27.5,Left,Stocky (170-185),RDM,174,78,4
411,204614,Mário Rui,31,Portugal,78,78,10.0,Left,Lean (170-),LB,170,67,4
412,242516,C. Gakpo,23,Netherlands,83,87,52.0,Right,Lean (185+),LW,189,76,4
413,212811,M. Lemina,28,Gabon,75,75,5.5,Right,Normal (170-185),SUB,184,85,4
414,247028,A. Král,24,Czech Republic,75,80,8.0,Right,Lean (185+),CDM,186,76,4
415,236703,D. Raum,24,Germany,81,85,34.5,Left,Normal (170-185),LB,180,75,4
416,239361,D. de Wit,24,Netherlands,74,77,6.0,Right,Normal (170-185),RCM,183,76,3
417,230142,Oyarzabal,25,Spain,84,86,53.0,Left,Lean (170-185),LW,181,79,4
418,238463,A. Haidara,24,Mali,78,82,20.0,Right,Lean (170-185),SUB,175,72,4
419,244253,U. Račić,24,Serbia,75,80,8.5,Right,Normal (185+),RCM,193,81,4
420,204688,S. Schwab,31,Austria,74,74,3.5,Left,Stocky (170-185),SUB,183,77,3
421,235407,S. Özcan,24,Turkey,79,83,23.0,Right,Stocky (170-185),SUB,180,76,4
422,184484,22 G. Sigurðsson,31,Iceland,79,79,14.5,Right,Normal (185+),RES,186,77,4
423,216201,Iñaki Williams,28,Spain,81,81,26.5,Right,Lean (185+),ST,186,80,4
424,200759,J. Schlupp,29,Ghana,76,76,7.5,Left,Normal (170-185),LDM,178,72,4
425,54050,21 W. Rooney,34,England,76,76,3.5,Right,Stocky (170-185),SUB,176,83,4
426,183108,N. Amrabat,35,Morocco,75,75,2.3,Right,Stocky (170-185),SUB,179,77,4
427,247328,Unai Vencedor,21,Spain,77,84,21.5,Right,Normal (170-185),RCM,176,71,4
428,199564,Sergi Roberto,30,Spain,80,80,18.0,Right,Lean (170-185),SUB,178,68,4
429,205069,Juan Bernat,29,Spain,78,78,12.5,Left,Normal (170-),SUB,170,67,4
430,245235,A. Bah,24,Denmark,78,82,18.5,Right,Normal (170-185),SUB,183,76,4
431,193839,20 Rômulo,32,Italy,75,75,5.0,Right,Normal (170-185),CAM,178,72,4
432,211117,D. Alli,26,England,77,80,14.0,Right,Unique,SUB,188,80,4
433,201119,Ismaily,32,Brazil,79,79,12.0,Left,Stocky (170-185),LB,177,82,4
434,229261,D. Zakaria,25,Switzerland,81,86,34.5,Right,Normal (185+),RCM,191,81,4
435,213874,Thiago Mendes,30,Brazil,76,76,6.5,Right,Normal (170-185),RCB,177,75,4
436,176571,A. Ayew,32,Ghana,75,75,0,Left,Normal (170-185),ST,176,72,4
437,213629,22 E. Pulgar,27,Chile,75,76,6.0,Right,Lean (185+),SUB,187,74,4
438,198658,F. Midtsjø,28,Norway,77,77,10.5,Right,Normal (170-185),SUB,175,68,4
439,257771,J. Juranović,26,Croatia,75,78,7.0,Right,Normal (170-185),RB,173,68,4
440,184941,A. Sánchez,33,Chile,79,79,11.0,Right,Unique,SUB,168,62,4
441,238216,C. Gallagher,22,England,79,86,35.5,Right,Normal (170-185),SUB,182,77,4
442,235569,T. Ndombele,25,France,79,82,23.0,Right,Unique,RES,179,76,4
443,258683,I. Ilić,21,Serbia,76,86,17.0,Left,Lean (185+),LF,187,75,4
444,220334,Ó. Romero,29,Paraguay,76,76,7.5,Left,Normal (170-185),LCM,176,74,4
445,202562,J. Roussillon,29,France,76,76,6.5,Left,Normal (170-185),LB,175,80,4
446,244374,M. Shaparenko,23,Ukraine,77,85,23.5,Right,Lean (170-185),SUB,178,72,4
447,197781,Isco,30,Spain,82,82,29.5,Right,Normal (170-185),CAM,176,79,4
448,206651,Roberto Torres,33,Spain,76,76,4.7,Right,Normal (170-185),SUB,178,72,4
449,213013,F. Acheampong,28,Ghana,76,76,7.5,Left,Normal (170-),RS,170,60,4
450,202135,S. Sturaro,29,Italy,72,72,2.3,Right,Normal (170-185),RDM,181,80,3
451,193301,A. Lacazette,31,France,81,81,22.0,Right,Unique,ST,175,73,4
452,112316,20 J. Mathieu,35,France,81,81,5.5,Left,Normal (185+),LCB,189,84,4
453,225403,İ. Kahveci,26,Turkey,77,78,12.5,Left,Normal (170-185),RM,176,72,4
454,223717,D. Toköz,26,Turkey,75,78,7.5,Right,Normal (170-185),RCM,180,75,4
455,241084,L. Díaz,25,Colombia,84,87,56.0,Right,Lean (170-185),LW,180,73,4
456,171688,21 Fábio Coentrão,32,Portugal,75,75,3.9,Left,Lean (170-185),LB,179,66,4
457,212814,João Mário,29,Portugal,79,79,17.0,Right,Lean (170-185),LM,179,73,4
458,210374,22 J. Vigón,29,Mexico,75,75,5.5,Right,Normal (170-),SUB,168,67,4
459,195365,K. Kampl,31,Slovenia,80,80,17.5,Right,Lean (170-185),RCM,178,66,4
460,206467,A. Plea,29,France,78,78,14.0,Right,Normal (170-185),LM,181,79,4
461,239807,D. Frattesi,22,Italy,77,86,23.5,Right,Normal (170-185),RDM,184,74,4
462,176546,18 J. Zúñiga,31,Colombia,73,73,2.6,Right,Stocky (170-185),SUB,172,72,3
463,227174,M. Cash,24,Poland,79,84,24.5,Right,Normal (170-185),RB,179,74,4
464,201922,22 M. Hinteregger,28,Austria,79,79,0,Left,Normal (185+),LCB,186,82,4
465,201042,22 D. Sidibé,28,France,77,77,9.5,Right,Normal (170-185),SUB,182,71,4
466,262411,Miguel Crespo,25,Portugal,74,78,6.0,Right,Normal (170-185),SUB,183,78,3
467,207494,J. Lingard,29,England,78,78,14.0,Right,Lean (170-185),CAM,175,60,4
468,212138,P. Frankowski,27,Poland,76,77,8.0,Right,Normal (170-185),RWB,175,70,4
469,138193,17 J. Barton,33,England,75,75,2.5,Right,Normal (170-185),RCM,180,70,4
470,231340,G. Montiel,25,Argentina,79,81,20.0,Right,Normal (170-185),SUB,175,70,4
471,193738,Y. Belhanda,32,Morocco,73,73,2.4,Right,Normal (170-185),CAM,179,75,3
472,214988,L. Miranda,28,Argentina,75,75,5.5,Right,Normal (170-185),RCM,173,70,4
473,232905,J. Ito,29,Japan,78,78,14.0,Right,Lean (170-185),RW,177,68,4
474,183277,E. Hazard,31,Belgium,84,84,35.0,Right,Unique,SUB,175,74,4
475,184134,Fernando,34,Brazil,83,83,12.5,Right,Lean (170-185),RCM,183,76,4
476,247450,A. Palavecino,25,Argentina,75,76,6.5,Right,Normal (170-185),LCM,179,74,4
477,198141,Marc Bartra,31,Spain,81,81,17.5,Right,Lean (170-185),RCB,184,73,4
478,220093,H. Hateboer,28,Netherlands,80,80,19.0,Right,Normal (185+),RM,185,72,4
479,190059,S. Zuber,30,Switzerland,75,75,5.5,Right,Normal (170-185),LW,182,74,4
480,226789,A. Fulgini,25,France,77,80,14.0,Right,Lean (170-185),LCM,183,71,4
481,188042,M. Suárez,34,Argentina,77,77,5.0,Right,Normal (170-185),SUB,183,75,4
482,229857,S. Sensi,26,Italy,78,79,16.5,Right,Normal (170-),RCM,168,62,4
483,179944,21 David Luiz,33,Brazil,79,79,8.5,Right,Normal (185+),RCB,189,86,4
484,216354,A. Kramarić,31,Croatia,82,82,25.5,Right,Normal (170-185),ST,177,73,4
485,240130,Éder Militão,24,Brazil,84,89,57.5,Right,Lean (170-185),SUB,186,78,4
486,195412,Moisés,34,Brazil,74,74,1.4,Right,Normal (170-185),RS,184,76,3
487,173208,D. Criscito,35,Italy,75,75,1.5,Left,Lean (170-185),LB,183,75,4
488,247793,Jaime Seoane,25,Spain,73,78,4.4,Right,Lean (170-185),SUB,175,73,3
489,231591,Javi Galán,27,Spain,80,80,20.5,Left,Normal (170-185),LB,172,70,4
490,213209,K. Acosta,26,United States,72,73,2.7,Right,Normal (170-185),SUB,178,68,3
491,201982,J. Schmid,32,France,74,74,3.3,Right,Stocky (170-185),SUB,179,79,3
492,219789,H. Traoré,30,Mali,80,80,18.0,Right,Normal (170-185),RB,175,71,4
493,15723,17 D. Kuyt,35,Netherlands,75,75,1.5,Right,Normal (170-185),SUB,183,84,4
494,241509,Mauro Júnior,23,Brazil,76,82,11.0,Left,Lean (170-185),RB,171,62,4
495,220332,22 Á. Romero,28,Paraguay,76,76,7.5,Right,Normal (170-185),LS,176,73,4
496,200223,A. Maher,28,Netherlands,74,74,3.7,Right,Lean (170-185),LCM,174,76,3
497,209519,G. Laborde,28,France,81,81,26.5,Left,Normal (170-185),ST,181,78,4
498,203890,Š. Vrsaljko,30,Croatia,79,79,0,Right,Lean (170-185),RB,181,76,4
499,172871,J. Vertonghen,35,Belgium,81,81,7.0,Left,Normal (185+),LCB,191,89,4
500,209781,P. Capelle,35,France,74,74,1.7,Left,Lean (170-185),SUB,181,73,3
501,199767,M. van Ginkel,29,Netherlands,74,74,4.1,Right,Normal (185+),SUB,186,82,3
502,230965,N. Nández,26,Uruguay,75,76,6.5,Right,Normal (170-185),SUB,172,70,4
503,246923,J. Ramsey,21,England,75,85,12.5,Right,Normal (170-185),LCM,180,72,4
504,210736,Emerson,27,Italy,77,77,10.0,Left,Lean (170-185),RES,176,79,4
505,230234,Jorge Andrão,26,Brazil,79,79,17.0,Right,Stocky (170-185),LDM,177,75,4
506,224425,M. Wolf,27,Germany,77,77,11.0,Right,Lean (185+),SUB,188,81,4
507,239433,N. Maksimović,27,Serbia,79,80,20.0,Right,Normal (185+),RDM,189,78,4
508,223058,22 D. Kuzyaev,28,Russia,76,76,0,Right,Lean (170-185),RCM,182,74,4
509,251221,L. Kalvach,26,Czech Republic,76,78,8.5,Right,Normal (170-185),LDM,183,77,4
510,189615,A. Cresswell,32,England,78,78,9.5,Left,Normal (170-185),LB,175,66,4
511,224574,O. Pineda,26,Mexico,76,77,9.0,Right,Normal (170-),SUB,169,60,4
512,179813,22 E. Cavani,34,Uruguay,82,82,15.0,Right,Unique,SUB,185,77,4
513,201303,R. Falk,30,Denmark,76,76,7.0,Right,Lean (170-185),LCM,177,65,4
514,233738,Zubeldia,25,Spain,78,82,17.5,Right,Normal (170-185),SUB,181,73,4
515,244260,Dani Olmo,24,Spain,82,87,46.0,Right,Lean (170-185),SUB,179,72,4
516,251517,J. Gvardiol,20,Croatia,81,89,53.0,Left,Normal (185+),SUB,185,80,4
517,245209,M. Sadílek,23,Czech Republic,75,80,8.0,Left,Normal (170-),LCM,169,65,4
518,252931,L. Ivanušec,23,Croatia,75,82,11.5,Right,Stocky (170-185),CAM,175,76,4
519,213388,F. Tait,29,France,77,77,10.5,Right,Normal (170-185),RCM,175,70,4
520,183394,M. Sissoko,32,France,77,77,7.0,Right,Unique,RCM,187,91,4
521,189280,A. Westwood,32,England,76,76,5.0,Right,Normal (170-185),SUB,175,73,4
522,190149,De Marcos,33,Spain,77,77,5.5,Right,Lean (170-185),RB,182,78,4
523,172140,16 D. Pranjić,33,Croatia,73,73,1.8,Left,Normal (170-),SUB,170,70,3
524,225953,S. Bergwijn,24,Netherlands,80,85,32.0,Right,Stocky (170-185),LW,178,78,4
525,234574,Diogo Dalot,23,Portugal,78,84,21.0,Right,Normal (170-185),RB,184,76,4
526,220834,Marco Asensio,26,Spain,83,84,43.0,Left,Normal (170-185),SUB,182,76,4
527,192789,Mario Gaspar,31,Spain,78,78,10.0,Right,Normal (170-185),SUB,180,77,4
528,242664,A. Saelemaekers,23,Belgium,78,82,20.0,Right,Lean (170-185),RW,180,72,4
529,198950,Pablo Sarabia,30,Spain,81,81,25.0,Left,Lean (170-185),SUB,174,70,4
530,233500,L. Sinisterra,23,Colombia,80,86,33.5,Right,Normal (170-185),LM,172,60,4
531,204399,22 E. Zahavi,33,Israel,78,78,9.0,Right,Lean (170-185),ST,182,71,4
532,143076,A. Gómez,34,Argentina,84,84,20.0,Right,Normal (170-),LW,167,68,4
533,213991,J. Lerma,27,Colombia,75,75,5.5,Right,Normal (170-185),CDM,179,70,4
534,204226,22 D. Lezcano,31,Paraguay,75,75,4.8,Right,Normal (170-185),SUB,178,80,4
535,240754,Y. Atal,26,Algeria,75,78,7.0,Right,Lean (170-185),SUB,175,66,4
536,192064,22 Gao Late,30,China PR,79,79,17.0,Right,Normal (185+),CAM,185,78,4
537,237239,E. Bardhi,26,North Macedonia,76,76,8.0,Right,Normal (170-185),SUB,172,64,4
538,236499,Douglas Luiz,24,Brazil,78,83,19.5,Right,Normal (170-185),SUB,175,66,4
539,224411,Gonçalo Guedes,25,Portugal,82,85,41.0,Right,Normal (170-185),SUB,179,68,4
540,211147,V. Lazaro,26,Austria,75,76,6.0,Right,Lean (170-185),SUB,180,75,4
541,192505,R. Lukaku,29,Belgium,86,86,68.0,Left,Unique,RS,191,94,5
542,252143,Daniel Bragança,23,Portugal,75,84,12.5,Left,Lean (170-185),SUB,178,71,4
543,170370,22 J. dos Santos,31,Mexico,75,75,3.9,Right,Normal (170-185),SUB,172,74,4
544,234457,O. Etebo,26,Nigeria,72,74,2.6,Right,Lean (170-185),RES,176,70,3
545,242280,L. Ferguson,22,Scotland,70,80,3.6,Right,Normal (170-185),SUB,181,75,3
546,229010,S. Amallah,25,Morocco,73,76,4.0,Right,Normal (185+),CAM,186,81,3
547,232099,M. Grujić,26,Serbia,76,79,9.5,Right,Normal (185+),LCM,191,88,4
548,269775,A. Dixon,26,England,78,81,17.0,Right,Normal (170-),RB,170,72,4
549,230258,Rosival Dourado,22,Brazil,81,81,27.0,Right,Lean (170-185),LDM,175,70,4
550,187754,22 Marlos,33,Ukraine,80,80,13.0,Left,Normal (170-185),RM,174,76,4
551,228881,D. Calabria,25,Italy,80,83,25.5,Right,Normal (170-185),RB,177,70,4
552,269763,D. Rojas,26,Mexico,82,85,40.5,Right,Normal (170-185),LS,183,75,4
553,215270,L. Zelarayán,30,Armenia,79,79,17.0,Right,Normal (170-185),CAM,172,70,4
554,235297,M. Bero,26,Slovakia,71,73,2.3,Right,Normal (170-185),RCM,181,81,3
555,187052,22 Y. M'Vila,31,France,78,78,10.0,Right,Normal (170-185),LDM,182,80,4
556,244622,Puado,24,Spain,78,83,21.0,Right,Normal (170-185),LM,177,69,4
557,204542,Y. Yotún,32,Peru,72,72,1.8,Left,Normal (170-185),LCM,172,69,3
558,235374,M. Lazzari,28,Italy,79,79,16.0,Right,Lean (170-185),RB,174,67,4
559,243015,L. Romo,27,Mexico,76,77,0,Right,Normal (170-185),SUB,182,84,4
560,184704,16 Marquinho,28,Brazil,75,75,3.9,Right,Normal (170-185),CAM,182,79,4
561,190765,P. Groß,31,Germany,77,77,8.5,Right,Lean (170-185),RDM,181,78,4
562,221832,L. Olaza,27,Uruguay,75,75,5.5,Left,Normal (170-185),SUB,175,70,4
563,220659,J. Brownhill,26,England,75,78,7.5,Right,Normal (170-185),RCM,180,69,4
564,234943,F. Neuhaus,25,Germany,80,84,29.0,Right,Lean (185+),LDM,185,77,4
565,241461,Ferran Torres,22,Spain,82,88,49.0,Right,Lean (170-185),SUB,184,77,4
566,245630,Y. Fofana,23,France,79,84,24.5,Right,Normal (170-185),LDM,176,69,4
567,222028,J. Weigl,26,Germany,79,82,23.0,Right,Lean (185+),SUB,187,80,4
568,233478,M. Zajc,28,Slovenia,75,75,5.5,Right,Normal (170-185),CM,178,72,4
569,239613,M. Pessina,25,Italy,77,80,14.0,Left,Lean (170-185),LCM,183,75,4
570,181783,21 M. Mandžukić,34,Croatia,78,78,7.0,Right,Lean (185+),SUB,190,85,4
571,235926,21 M. Zaracho,22,Argentina,76,84,17.0,Right,Lean (170-185),RCM,171,65,4
572,190761,T. Arslan,31,Germany,75,75,3.9,Right,Normal (170-185),RDM,180,77,4
573,234060,Y. Herrera,24,Venezuela,76,81,11.5,Right,Lean (170-185),RCM,184,77,4
574,237819,N. Domínguez,24,Argentina,76,82,12.0,Right,Lean (170-185),RCM,179,73,4
